event_day,event_date,event_title,event_url,organizer,blood_donation_location,start_time,end_time,blood_donor_target
Sunday,2023-01-08,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/685/-/kempen-derma-darah?Itemid=0,KUCHING LIFE RUNWAY SOCIETY,"IDC TRAINING HOUSE @ NO.7, UNIT 8, JALAN INDUSTRI PBP 3, TAMAN INDUSTRI, PUSAT BANDAR PUCHONG, 47100 PUCHONG, SELANGOR.",10.00 PAGI,4.00 PETANG,0
Sunday,2023-01-08,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/685/-/kempen-derma-darah?Itemid=0,PIT STOP RIDERS 140 AUSS,"DEWAN KOMUNITI TAMAN PUTRA PRIMA @ JALAN PUTRA PRIMA UTARA, TAMAN PUTRA PRIMA, 47100 PUCHONG, SELANGOR.",9.00 PAGI,3.00 PETANG,0
Sunday,2023-01-08,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/685/-/kempen-derma-darah?Itemid=0,PERTUBUHAN PENGANUT DEWA MING YUE,"PINK ZONE, LEVEL 3 (IN FRONT OF PARKSON) @ PAVILLION BUKIT JALIL, PUSAT BANDAR, 2, PERSIARAN JALIL UTAMA, BUKIT JALIL, 57000 KUALA LUMPUR.  (DITUTUP AWAL PADA JAM 4.00 PTG KERANA SAMBUTAN AMAT MENGGALAKKAN)",10.00 PAGI,5.00 PETANG,0
Sunday,2023-01-08,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/685/-/kempen-derma-darah?Itemid=0,VEDO WELLNESS SDN BHD (VERDUCARE),"LEVEL 3, SOUTH WING (BERDEKATAN SUPERSAVER) @ IOI MALL PUCHONG, LOT S37, BATU 9, JALAN PUCHONG, BANDAR PUCHONG JAYA, 47170 PUCHONG, SELANGOR.",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-08,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/685/-/kempen-derma-darah?Itemid=0,PERTUBUHAN GERAKAN BELIA BERSATU MALAYSIA,"DEWAN @ SJK (C) BUKIT TANGGA, JALAN KASTURI, BUKIT BERUNTUNG, 48300 RAWANG, SELANGOR.",9.00 PAGI,3.00 PETANG,0
Sunday,2023-01-08,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/678/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Sunday,2023-01-08,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/678/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Sunday,2023-01-08,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/678/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Monday,2023-01-09,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/688/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Monday,2023-01-09,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/688/-/kempen-derma-darah?Itemid=0,HOSPITAL CANSELOR TUANKU MUHRIZ-HUKM,"LOBI UTAMA (BELAKANG INFO KAUNTER) @ HOSPITAL CANSELOR TUANKU MUHRIZ (HUKM), JALAN YAACOB LATIF, BANDAR TUN RAZAK, 56000 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Monday,2023-01-09,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,8.00 MALAM,0
Monday,2023-01-09,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Monday,2023-01-09,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Tuesday,2023-01-10,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/689/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Tuesday,2023-01-10,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/689/-/kempen-derma-darah?Itemid=0,HOSPITAL CANSELOR TUANKU MUHRIZ-HUKM,"LOBI UTAMA (BELAKANG INFO KAUNTER) @ HOSPITAL CANSELOR TUANKU MUHRIZ (HUKM), JALAN YAACOB LATIF, BANDAR TUN RAZAK, 56000 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Tuesday,2023-01-10,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/689/-/kempen-derma-darah?Itemid=0,HOSPITAL AMPANG,"LOBI UTAMA (DEPAN KAUNTER INFORMASI) @ HOSPITAL AMPANG, JALAN MEWAH UTARA, PANDAN MEWAH 68000 AMPANG SELANGOR",10.00 PAGI,4.00 PETANG,0
Tuesday,2023-01-10,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/689/-/kempen-derma-darah?Itemid=0,INSTITUT KANSER NEGARA,"RUANG LEGAR, LOBI UTAMA, @ INSTITUT KANSER NEGARA, JALAN PRESINT 7, PUTRAJAYA",10.00 PAGI,4.00 PETANG,0
Tuesday,2023-01-10,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/689/-/kempen-derma-darah?Itemid=0,AXISMATICS PROFESSIONAL INSTITUTE,"LIBRARY @ INSTITUT PROFESIONAL AXISMATICS, UNIT G-08, WISMA ZELAN, NO. 1JALAN TASIK PERMAISURI 2, BANDAR TUN RAZAK, 56000 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Tuesday,2023-01-10,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,8.00 MALAM,0
Tuesday,2023-01-10,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Tuesday,2023-01-10,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Wednesday,2023-01-11,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/690/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Wednesday,2023-01-11,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/690/-/kempen-derma-darah?Itemid=0,HOSPITAL CANSELOR TUANKU MUHRIZ-HUKM,"LOBI UTAMA (BELAKANG INFO KAUNTER) @ HOSPITAL CANSELOR TUANKU MUHRIZ (HUKM), JALAN YAACOB LATIF, BANDAR TUN RAZAK, 56000 KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Wednesday,2023-01-11,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,8.00 MALAM,0
Wednesday,2023-01-11,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Wednesday,2023-01-11,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Thursday,2023-01-12,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/691/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Thursday,2023-01-12,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/691/-/kempen-derma-darah?Itemid=0,MAJLIS PERBANDARAN KAJANG,"LOBI @ MAJLIS PERBANDARAN KAJANG, MENARA MPKJ, JALAN CEMPAKA PUTIH, OFF JALAN SEMENYIH, 43000 KAJANG, SELANGOR.",10.00 PAGI,4.00 PETANG,0
Thursday,2023-01-12,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/691/-/kempen-derma-darah?Itemid=0,QUILL RETAILS MALL SDN BHD (QUILL CITY MALL),"LOT 1-32 & 1-32, ARAS 1 (BERHAMPIRAN ESCALATOR MENGHALA MR. D.I.Y.), @ QUILL CITY MALL, 1018, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR",11.00 PAGI,4.00 PETANG,0
Thursday,2023-01-12,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/691/-/kempen-derma-darah?Itemid=0,PUTERI UMNO,"BILIK PERAK, ARAS 2, @ WTC, KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Thursday,2023-01-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,8.00 MALAM,0
Thursday,2023-01-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Thursday,2023-01-12,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Friday,2023-01-13,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/692/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Friday,2023-01-13,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/692/-/kempen-derma-darah?Itemid=0,ASM PROPERTIES SDN BHD,"MAJU TOWER LOBBY, ARAS G @ ASM PROPERTIES SDN BHD (MAJU JUNCTION) 1001 JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR",11.00 PAGI,4.00 PETANG,0
Friday,2023-01-13,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/692/-/kempen-derma-darah?Itemid=0,SHAFTSBURY SQUARE PUTRAJAYA,"CENTRE COUNCOURSE, GROUND FLOOR @ SHAFTSBURY SQUARE PUTRAJAYA, JALAN ALAMANDA, PRESINT 1, 62000 PUTRAJAYA 62000 PUTRAJAYA",11.00 PAGI,5.00 PETANG,0
Friday,2023-01-13,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/692/-/kempen-derma-darah?Itemid=0,QUILL RETAILS MALL SDN BHD (QUILL CITY MALL),"LOT 1-32 & 1-32, ARAS 1 (BERHAMPIRAN ESCALATOR MENGHALA MR. D.I.Y.), @ QUILL CITY MALL, 1018, JALAN SULTAN ISMAIL, 50250 KUALA LUMPUR",11.00 PAGI,4.00 PETANG,0
Friday,2023-01-13,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/692/-/kempen-derma-darah?Itemid=0,PUTERI UMNO,"BILIK PERAK, ARAS 2, @ WTC, KUALA LUMPUR",10.00 PAGI,4.00 PETANG,0
Friday,2023-01-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",7.30 PAGI,8.00 MALAM,0
Friday,2023-01-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Friday,2023-01-13,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/686/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,VEDO WELLNESS SDN BHD,"RUANG LEGAR @ MASJID AL-HUSNA, JALAN PJS 10/22, BANDAR SUNWAY, PETALING JAYA, SELANGOR DARUL EHSAN",9.00 PAGI,3.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,GIANT HYPERMARKET SERI KEMBANGAN,"GF (DEPAN GOOD2U OUTLET STORE) @ GIANT HYPERMARKET SERI KEMBANGAN, JALAN PUTRA PERMAI, TAMAN PUTRA PERMAI, 43300 SERI KEMBANGAN.",11.00 PAGI,5.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,UNCLE SOON APAM BALIK,"LEVEL 2, (INFRONT TOYS ‘R’ US), @ SUNWAY VELOCITY MALL, 55100 KUALA LUMPUR",11.00 PAGI,5.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,CLUB APEX KAJANG,"LEVEL 3 (IN FRONT OF SUPERSAVE OUTLET) @ IOI MALL PUCHONG, JALAN PUCHONG, BANDAR PUCHONG JAYA, 47170 PUCHONG, SELANGOR.",11.00 PAGI,5.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,MAJLIS PENGURUSAN KOMUNITI KAMPUNG DUSUN NANDING,"KOMPLEKS PENGHULU MUKIM HULU LANGAT, BATU 14, 43100 HULU LANGAT, SELANGOR",9.00 PAGI,2.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,ALIVE PHARMACY (BANDAR RIMBAYU),"BAS PDN @ ALIVE PHARMACY BANDAR RIMBAYU, 35G, JALAN FLORA 2/2, BANDAR RIMBAYU, 42500 TELOK PANGLIMA GARANG, SELANGOR.",10.00 PAGI,3.00 PETANG,0
Saturday,2023-01-14,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/693/-/kempen-derma-darah?Itemid=0,KELANA JAYA MEDICAL CENTRE SDN BHD,"MEETING ROOM @ KELANA JAYA MEDICAL CENTRE, NO 1, FAS BUSINESS AVENUE, JALAN PERBANDARAN SS7, PETALING JAYA, SELANGOR",9.00 PAGI,3.00 PETANG,0
Saturday,2023-01-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Saturday,2023-01-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Saturday,2023-01-14,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,VEDO WELLNESS SDN BHD,"PINK ZONE, LEVEL 3 (IN FRONT OF PARKSON) @ PAVILLION BUKIT JALIL, PUSAT BANDAR, 2, PERSIARAN JALIL UTAMA, BUKIT JALIL, 57000 KUALA LUMPUR.",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,GIANT HYPERMARKET SERI KEMBANGAN,"GF (DEPAN GOOD2U OUTLET STORE) @ GIANT HYPERMARKET SERI KEMBANGAN, JALAN PUTRA PERMAI, TAMAN PUTRA PERMAI, 43300 SERI KEMBANGAN.",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,UNCLE SOON APAM BALIK,"LEVEL 2, (INFRONT TOYS ‘R’ US), @ SUNWAY VELOCITY MALL, 55100 KUALA LUMPUR",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,CLUB APEX KAJANG,"LEVEL 3 (IN FRONT OF SUPERSAVE OUTLET) @ IOI MALL PUCHONG, JALAN PUCHONG, BANDAR PUCHONG JAYA, 47170 PUCHONG, SELANGOR.",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,PERSATUAN BANTUAN MASYARAKAT MALAYSIA (PBMM),"HADAPAN MR. DIY @ LOTUS'S SELAYANG, NO. 1051 JALAN IPOH MUKIM BATU 51200 SELAYANG KUALA LUMPUR",11.00 PAGI,5.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,LIONS CLUB OF KL FINNAMIC DISTRICT 308 B1,"DEWAN SERBAGUNA MBSJ KINRARA BK5, JALAN KINRARA 5B, BANDAR KINRARA 5, 47180 PUCHONG, SELANGOR",10.00 PAGI,4.00 PETANG,0
Sunday,2023-01-15,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/694/-/kempen-derma-darah?Itemid=0,OHANA SPECIALIST HOSPITAL,"LOBI @ OHANA SPECIALIST HOSPITAL, NO 9, JLN SERI REJANG, RAMPAI BUSINESS PARK SOUTH, SETAPAK JAYA, 53300 KUALA LUMPUR",9.00 PAGI,2.00 PETANG,0
Sunday,2023-01-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,"PUSAT DARAH NEGARA, JALAN TUN RAZAK, KUALA LUMPUR","PUSAT DARAH NEGARA, JALAN TUN RAZAK, 50400 KUALA LUMPUR",8.00 PAGI,4.00 PETANG,0
Sunday,2023-01-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,PUSAT DARAH NEGARA DONATION SUITE MIDVALLEY,"LOT 0603, LEVEL 3 (MEZZANINE) SEBELAH DAISO JAPAN @ MID VALLEY MEGAMALL, 59200 KUALA LUMPUR",10.00 PAGI,9.00 MALAM,0
Sunday,2023-01-15,PUSAT PENDERMAAN STATIK,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/687/-/pusat-pendermaan-statik?Itemid=0,"SUITE DERMA DARAH PUSPANITA, PUTRAJAYA","PUSPANITAPURI DONATION SUITE PUTRAJAYA @ LOT PT 2280-2283, PERSIARAN SERI PERDANA, PRESINT 10, 65520 PUTRAJAYA",10.00 PAGI,6.00 PETANG,0
Monday,2023-01-16,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/698/-/kempen-derma-darah?Itemid=0,PUSAT KOMUNITI ST JOHN AMBULANS MALAYSIA,"BASEMENT 2 (B2) NEW WING (SAME LEVEL WITH SAMSONITE REPAIR CENTRE) @ 1 UTAMA SHOPPING CENTRE NO. 1, LEBUH BANDAR UTAMA, BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.",11.00 PAGI,7.00 MALAM,0
Monday,2023-01-16,KEMPEN DERMA DARAH,https://pdn.gov.my/v2/index.php/component/jevents/eventdetail/698/-/kempen-derma-darah?Itemid=0,INSTITUT KEMAHIRAN BELIA NEGARA,"BILIK STUDIO PENCAHAYAAN IPD @ INSTITUT KEMAHIRAN BELIA NEGARA (IKBN) DUSUN TUA, KM 25 DUSUN TUA, 43100 HULU LANGAT, SELANGOR",9.30 PAGI,3.30 PETANG,0
